feature,family,PC1,PC2,PC3,PC4,PC5,PC6,communality_top1,communality_top2,communality_top3,communality_top4,communality_top5,communality_top6
BB5_T6,BB5,-0.073215,-0.011164,0.004262,-0.002518,0.003545,0.004434,0.983399,0.99422,0.995394,0.995701,0.996185,0.996695
BB5_T7,BB5,-0.073007,-0.013461,0.004572,-0.002556,0.005862,0.003923,0.977827,0.993557,0.994908,0.995225,0.996547,0.996947
BB5_T8,BB5,-0.072715,-0.015711,0.004763,-0.002894,0.009635,0.00355,0.970018,0.991446,0.992912,0.993318,0.996891,0.997218
BB5_T9,BB5,-0.072457,-0.01719,0.004807,-0.003299,0.01264,0.003453,0.963138,0.98879,0.990282,0.99081,0.996959,0.997269
BB5_T10,BB5,-0.071995,-0.019127,0.00473,-0.004104,0.016971,0.00352,0.9509,0.982661,0.984107,0.984923,0.996009,0.99633
BB5_T11,BB5,-0.071782,-0.019811,0.00466,-0.004472,0.018576,0.003591,0.945273,0.979343,0.980747,0.981716,0.994998,0.995332
BB5_T12,BB5,-0.070642,-0.022113,0.004209,-0.006093,0.024329,0.004081,0.915478,0.957926,0.959071,0.960871,0.983654,0.984086
BB6_T1,BB6,-0.073396,-0.007899,0.003609,-0.003247,0.004735,0.004595,0.988261,0.993678,0.99452,0.995031,0.995894,0.996442
BB6_T2,BB6,-0.073383,-0.008202,0.003682,-0.003113,0.004223,0.004693,0.987923,0.993763,0.994639,0.995108,0.995795,0.996366
BB6_T3,BB6,-0.07334,-0.009104,0.003887,-0.002804,0.003279,0.004776,0.986765,0.99396,0.994936,0.995317,0.995731,0.996322
BB6_T4,BB6,-0.073284,-0.010098,0.004094,-0.002564,0.002849,0.004705,0.985242,0.994093,0.995176,0.995494,0.995807,0.996381
BB6_T5,BB6,-0.073232,-0.010875,0.004243,-0.002439,0.002868,0.00457,0.983857,0.994123,0.995286,0.995575,0.995891,0.996433
BB6_T6,BB6,-0.073185,-0.011504,0.004351,-0.002383,0.003118,0.004422,0.982582,0.994071,0.995294,0.99557,0.995944,0.996451
BB6_T7,BB6,-0.072941,-0.013953,0.004667,-0.002472,0.005809,0.003764,0.976044,0.992945,0.994352,0.994648,0.995947,0.996315
BB6_T8,BB6,-0.072581,-0.016441,0.0049,-0.002833,0.01033,0.003237,0.96643,0.989897,0.991448,0.991837,0.995944,0.996216
BB6_T9,BB6,-0.07226,-0.018083,0.004974,-0.003249,0.014018,0.003093,0.957903,0.98629,0.987888,0.9884,0.995964,0.996212
BB6_T10,BB6,-0.071686,-0.020193,0.004867,-0.004158,0.019283,0.003354,0.942742,0.97814,0.97967,0.980508,0.99482,0.995112
BB6_T11,BB6,-0.071412,-0.020958,0.004758,-0.004628,0.021227,0.003525,0.935569,0.9737,0.975162,0.976201,0.993543,0.993866
BB6_T12,BB6,-0.069878,-0.023487,0.00404,-0.00693,0.027622,0.004145,0.895784,0.943673,0.944728,0.947056,0.976423,0.976868
BB7_T1,BB7,-0.073388,-0.008059,0.00311,-0.003967,0.00452,0.004665,0.98805,0.993688,0.994313,0.995076,0.995863,0.996427
BB7_T2,BB7,-0.07337,-0.008426,0.003023,-0.004211,0.003924,0.004855,0.987554,0.993717,0.994308,0.995167,0.99576,0.996371
BB7_T3,BB7,-0.073309,-0.009463,0.00283,-0.004796,0.002809,0.005138,0.985928,0.993703,0.99422,0.995335,0.995638,0.996323
BB7_T4,BB7,-0.073232,-0.010562,0.002612,-0.005487,0.002227,0.005281,0.98384,0.993525,0.993966,0.995425,0.995616,0.99634
BB7_T5,BB7,-0.073162,-0.011392,0.002432,-0.006096,0.002111,0.005292,0.981971,0.993238,0.99362,0.995421,0.995593,0.99632
BB7_T6,BB7,-0.073098,-0.01206,0.002283,-0.006632,0.002217,0.00522,0.980244,0.99287,0.993207,0.995339,0.995528,0.996235
BB7_T7,BB7,-0.072745,-0.014775,0.001512,-0.009167,0.004115,0.00461,0.970805,0.989756,0.989904,0.993978,0.994629,0.995181
BB7_T8,BB7,-0.072227,-0.017431,0.000459,-0.012431,0.007551,0.003791,0.957036,0.983412,0.983426,0.990917,0.993111,0.993484
BB7_T9,BB7,-0.071767,-0.019169,-0.000347,-0.014962,0.010354,0.00287,0.944883,0.976783,0.976791,0.987643,0.991769,0.991983
BB7_T10,BB7,-0.070967,-0.021241,-0.001633,-0.018718,0.014204,0.001219,0.923927,0.963096,0.963269,0.980254,0.988019,0.988058
BB7_T11,BB7,-0.070583,-0.02194,-0.0022,-0.020245,0.015571,0.000501,0.913956,0.955744,0.956057,0.975926,0.985258,0.985265
BB7_T12,BB7,-0.068166,-0.024621,-0.00512,-0.027144,0.019638,-0.00327,0.852451,0.905078,0.906772,0.94249,0.957333,0.957611
BB8_T1,BB8,-0.073397,-0.007738,0.004108,-0.002527,0.004948,0.004523,0.988289,0.993488,0.994578,0.994888,0.99583,0.996361
BB8_T2,BB8,-0.073385,-0.007977,0.00434,-0.002014,0.004522,0.004531,0.987956,0.993479,0.994696,0.994893,0.99568,0.996212
BB8_T3,BB8,-0.073337,-0.00874,0.004943,-0.000809,0.003749,0.004412,0.986685,0.993316,0.994895,0.994926,0.995467,0.995972
BB8_T4,BB8,-0.073269,-0.009623,0.005574,0.000365,0.003469,0.004125,0.984846,0.992886,0.994893,0.994899,0.995362,0.995804
BB8_T5,BB8,-0.073202,-0.010342,0.006049,0.001225,0.003623,0.00384,0.983041,0.992326,0.99469,0.994763,0.995268,0.995651
BB8_T6,BB8,-0.073138,-0.010926,0.006415,0.001876,0.004014,0.003614,0.981318,0.991682,0.994341,0.994512,0.995132,0.995471
BB8_T7,BB8,-0.072803,-0.013067,0.007803,0.004238,0.007478,0.002901,0.972371,0.987193,0.991126,0.991997,0.994149,0.994368
BB8_T8,BB8,-0.072261,-0.015303,0.009281,0.006758,0.013005,0.002654,0.957942,0.978271,0.983837,0.986051,0.99256,0.992743
BB8_T9,BB8,-0.071764,-0.016758,0.010188,0.008421,0.017464,0.003272,0.944797,0.969175,0.975881,0.979318,0.991058,0.991336
BB8_T10,BB8,-0.070864,-0.018726,0.011183,0.010311,0.023888,0.00539,0.921264,0.951706,0.959785,0.964939,0.986902,0.987656
BB8_T11,BB8,-0.070444,-0.019464,0.011502,0.01089,0.026274,0.006419,0.91036,0.94325,0.951796,0.957545,0.984116,0.985185
BB8_T12,BB8,-0.068121,-0.021224,0.012801,0.013182,0.034076,0.011194,0.851324,0.89043,0.901016,0.90944,0.954132,0.957384
BB9_T1,BB9,-0.000673,-0.016756,-0.051667,-0.074675,-0.022097,0.007407,8.3e-05,0.024458,0.196915,0.467241,0.486035,0.487458
BB9_T2,BB9,-0.000515,-0.017347,-0.050408,-0.084242,-0.022867,0.012501,4.9e-05,0.026171,0.190326,0.53435,0.554477,0.558532
BB9_T3,BB9,-0.000285,-0.016903,-0.048991,-0.092535,-0.021769,0.0169,1.5e-05,0.024819,0.17987,0.594967,0.613208,0.620618
BB9_T4,BB9,-0.000497,-0.015697,-0.048969,-0.096917,-0.020509,0.01921,4.5e-05,0.021437,0.176349,0.631685,0.647874,0.657448
BB9_T5,BB9,-0.000732,-0.01436,-0.048724,-0.098809,-0.020353,0.019672,9.8e-05,0.017999,0.17137,0.644659,0.660603,0.670643
BB9_T6,BB9,-0.000795,-0.013433,-0.048173,-0.099376,-0.020931,0.018836,0.000116,0.015781,0.165701,0.64444,0.661303,0.670509
BB9_T7,BB9,0.000102,-0.012704,-0.046531,-0.099204,-0.024863,0.012664,2e-06,0.014014,0.153887,0.630971,0.654764,0.658925
BB9_T8,BB9,0.001451,-0.010772,-0.045945,-0.09969,-0.028529,0.005855,0.000386,0.01046,0.146834,0.628602,0.659929,0.660819
BB9_T9,BB9,0.002299,-0.009742,-0.045242,-0.099954,-0.030876,-0.001819,0.00097,0.009208,0.141437,0.625759,0.662453,0.662539
BB9_T10,BB9,0.002648,-0.00775,-0.043988,-0.099003,-0.03389,-0.014391,0.001287,0.006501,0.131506,0.606656,0.650864,0.656237
BB9_T11,BB9,0.002633,-0.006913,-0.043456,-0.098088,-0.0347,-0.018831,0.001272,0.005421,0.127419,0.593824,0.64017,0.649371
BB9_T12,BB9,0.0033,-0.006519,-0.040616,-0.090615,-0.033909,-0.032824,0.001998,0.005687,0.112262,0.510305,0.554561,0.582515
BB10_T1,BB10,-0.001804,0.030289,-0.007241,-0.014535,0.06654,-0.013826,0.000597,0.08024,0.083627,0.093868,0.264287,0.269247
BB10_T2,BB10,-0.002535,0.042557,-0.010014,-0.019251,0.084964,-0.016643,0.001179,0.158404,0.164882,0.182848,0.460702,0.467889
BB10_T3,BB10,-0.00407,0.062214,-0.013961,-0.023612,0.094862,-0.014008,0.003039,0.339056,0.351647,0.378675,0.725035,0.730126
BB10_T4,BB10,-0.005456,0.07408,-0.015607,-0.02347,0.087464,-0.008787,0.00546,0.481874,0.49761,0.524314,0.818762,0.820765
BB10_T5,BB10,-0.006384,0.080045,-0.015995,-0.021927,0.076559,-0.004244,0.007478,0.563707,0.580236,0.603544,0.829143,0.82961
BB10_T6,BB10,-0.007116,0.083353,-0.015899,-0.019963,0.065301,-0.000838,0.00929,0.612447,0.628777,0.648097,0.812225,0.812243
BB10_T7,BB10,-0.009746,0.088831,-0.014198,-0.011218,0.016047,0.009061,0.017426,0.702462,0.715484,0.721585,0.731496,0.733626
BB10_T8,BB10,-0.012174,0.089456,-0.011373,-0.002054,-0.024463,0.014023,0.02719,0.721894,0.73025,0.730455,0.753488,0.75859
BB10_T9,BB10,-0.013992,0.088227,-0.009253,0.003693,-0.045356,0.01493,0.035917,0.71167,0.7172,0.717862,0.797043,0.802826
BB10_T10,BB10,-0.017063,0.083601,-0.005591,0.011424,-0.06543,0.014774,0.053413,0.660167,0.662187,0.668514,0.833292,0.838955
BB10_T11,BB10,-0.01853,0.081243,-0.004128,0.013881,-0.070301,0.013807,0.06299,0.635993,0.637094,0.646433,0.83666,0.841606
BB10_T12,BB10,-0.025268,0.068203,0.000377,0.020636,-0.075209,0.010631,0.117131,0.52095,0.520959,0.541602,0.759318,0.762251
BB11_T1,BB11,-0.073392,-0.008001,0.003265,-0.00374,0.004608,0.004639,0.988152,0.993709,0.994398,0.995076,0.995893,0.996451
BB11_T2,BB11,-0.073375,-0.008352,0.00315,-0.003986,0.00406,0.004792,0.987711,0.993766,0.994407,0.995177,0.995811,0.996407
BB11_T3,BB11,-0.073321,-0.009345,0.002903,-0.004619,0.003051,0.005004,0.986237,0.993819,0.994364,0.995398,0.995756,0.996406
BB11_T4,BB11,-0.07325,-0.010394,0.002652,-0.00535,0.002543,0.005078,0.984337,0.993716,0.99417,0.995558,0.995807,0.996476
BB11_T5,BB11,-0.073187,-0.011182,0.002454,-0.00597,0.002466,0.005046,0.982645,0.993499,0.993888,0.995616,0.99585,0.996511
BB11_T6,BB11,-0.07313,-0.011799,0.002281,-0.00652,0.002618,0.00495,0.981109,0.993194,0.99353,0.99559,0.995854,0.99649
BB11_T7,BB11,-0.072822,-0.014278,0.001418,-0.009075,0.004409,0.004493,0.972876,0.990574,0.990704,0.994696,0.995444,0.995968
BB11_T8,BB11,-0.072374,-0.016702,0.000301,-0.012371,0.007428,0.003858,0.960941,0.98516,0.985166,0.992584,0.994708,0.995094
BB11_T9,BB11,-0.071975,-0.018275,-0.000547,-0.014887,0.009825,0.003068,0.950378,0.97937,0.97939,0.990132,0.993848,0.994092
BB11_T10,BB11,-0.071275,-0.020215,-0.001936,-0.018615,0.013071,0.00192,0.931963,0.967439,0.967681,0.984479,0.991055,0.991151
BB11_T11,BB11,-0.07094,-0.020873,-0.002548,-0.020163,0.014168,0.001351,0.923233,0.961057,0.961477,0.981184,0.988911,0.988958
BB11_T12,BB11,-0.068936,-0.023175,-0.00563,-0.027087,0.016716,-0.001659,0.871807,0.918432,0.920479,0.956047,0.966803,0.966874
BB12_T1,BB12,-0.073398,-0.007782,0.003951,-0.002762,0.004897,0.00454,0.988313,0.993571,0.99458,0.994949,0.995872,0.996407
BB12_T2,BB12,-0.073387,-0.007997,0.004208,-0.002264,0.004526,0.004556,0.98802,0.993572,0.994716,0.994964,0.995753,0.996291
BB12_T3,BB12,-0.073345,-0.00869,0.00485,-0.001048,0.003903,0.004439,0.986887,0.993442,0.994961,0.995014,0.995601,0.996112
BB12_T4,BB12,-0.073283,-0.009494,0.005492,0.000131,0.003742,0.004167,0.985232,0.993058,0.995006,0.995007,0.995546,0.995996
BB12_T5,BB12,-0.073224,-0.010128,0.005968,0.000996,0.003968,0.003913,0.983645,0.992551,0.994852,0.9949,0.995506,0.995903
BB12_T6,BB12,-0.073169,-0.01063,0.006335,0.001657,0.004395,0.003727,0.982147,0.991957,0.99455,0.994683,0.995426,0.995787
BB12_T7,BB12,-0.072871,-0.01255,0.007784,0.004203,0.007674,0.003175,0.974178,0.987851,0.991765,0.992621,0.994888,0.995149
BB12_T8,BB12,-0.0724,-0.014527,0.009274,0.006808,0.012774,0.003145,0.961633,0.979953,0.985509,0.987756,0.994037,0.994294
BB12_T9,BB12,-0.071971,-0.015808,0.010209,0.008549,0.016786,0.003827,0.95025,0.971943,0.978677,0.98222,0.993065,0.993445
BB12_T10,BB12,-0.071183,-0.017439,0.011308,0.01066,0.022533,0.005632,0.929556,0.955958,0.964219,0.969727,0.989269,0.990092
BB12_T11,BB12,-0.07081,-0.018035,0.011699,0.011407,0.024602,0.006397,0.919847,0.948083,0.956925,0.963233,0.986529,0.98759
BB12_T12,BB12,-0.068763,-0.019252,0.013581,0.015124,0.031292,0.010116,0.867445,0.899621,0.911536,0.922624,0.960314,0.962969
BB13_T1,BB13,-0.073397,-0.007885,0.003607,-0.003259,0.004788,0.00458,0.988291,0.993689,0.994529,0.995044,0.995926,0.99647
BB13_T2,BB13,-0.073386,-0.008166,0.003672,-0.00314,0.004355,0.004656,0.987991,0.99378,0.994652,0.99513,0.99586,0.996422
BB13_T3,BB13,-0.073348,-0.009005,0.00386,-0.002865,0.003546,0.004724,0.986962,0.994002,0.994965,0.995363,0.995847,0.996426
BB13_T4,BB13,-0.073299,-0.009906,0.004042,-0.002664,0.003234,0.004655,0.985645,0.994165,0.995221,0.995565,0.995967,0.996529
BB13_T5,BB13,-0.073255,-0.010596,0.004168,-0.002566,0.003306,0.004546,0.984477,0.994224,0.995347,0.995666,0.996086,0.996623
BB13_T6,BB13,-0.073215,-0.011164,0.004262,-0.002518,0.003545,0.004434,0.983399,0.99422,0.995394,0.995701,0.996185,0.996695
BB13_T7,BB13,-0.073007,-0.013461,0.004572,-0.002556,0.005862,0.003923,0.977827,0.993557,0.994908,0.995225,0.996547,0.996947
BB13_T8,BB13,-0.072715,-0.015711,0.004763,-0.002894,0.009635,0.00355,0.970018,0.991446,0.992912,0.993318,0.996891,0.997218
BB13_T9,BB13,-0.072457,-0.01719,0.004807,-0.003299,0.01264,0.003453,0.963138,0.98879,0.990282,0.99081,0.996959,0.997269
BB13_T10,BB13,-0.071995,-0.019127,0.00473,-0.004104,0.016971,0.00352,0.9509,0.982661,0.984107,0.984923,0.996009,0.99633
BB13_T11,BB13,-0.071782,-0.019811,0.00466,-0.004472,0.018576,0.003591,0.945273,0.979343,0.980747,0.981716,0.994998,0.995332
BB13_T12,BB13,-0.070642,-0.022113,0.004209,-0.006093,0.024329,0.004081,0.915478,0.957926,0.959071,0.960871,0.983654,0.984086
BB14_T1,BB14,-0.07339,-0.008034,0.003158,-0.003973,0.004585,0.004673,0.988101,0.993705,0.994349,0.995114,0.995924,0.99649
BB14_T2,BB14,-0.073379,-0.008307,0.003265,-0.003868,0.004162,0.004748,0.987806,0.993797,0.994486,0.995211,0.995878,0.996463
BB14_T3,BB14,-0.073341,-0.009133,0.003493,-0.003595,0.00337,0.004783,0.986787,0.994029,0.994817,0.995444,0.995881,0.996474
BB14_T4,BB14,-0.073293,-0.010025,0.003691,-0.003391,0.003066,0.004681,0.985478,0.994203,0.995084,0.995641,0.996003,0.996571
BB14_T5,BB14,-0.073249,-0.01071,0.003825,-0.003288,0.003141,0.004547,0.984314,0.994272,0.995217,0.995741,0.996121,0.996657
BB14_T6,BB14,-0.073209,-0.011274,0.003925,-0.003235,0.003382,0.004414,0.983241,0.994275,0.99527,0.995777,0.996218,0.996723
BB14_T7,BB14,-0.073002,-0.01356,0.004248,-0.003253,0.005694,0.003845,0.977682,0.993645,0.994811,0.995323,0.996571,0.996955
BB14_T8,BB14,-0.07271,-0.015803,0.004449,-0.003575,0.009461,0.003426,0.969882,0.991561,0.99284,0.99346,0.996905,0.997209
BB14_T9,BB14,-0.072452,-0.017274,0.0045,-0.003965,0.01246,0.003301,0.963015,0.98892,0.990228,0.99099,0.996966,0.997249
BB14_T10,BB14,-0.071992,-0.0192,0.00443,-0.00475,0.016779,0.003343,0.95081,0.982812,0.98408,0.985174,0.99601,0.9963
BB14_T11,BB14,-0.071779,-0.019879,0.004364,-0.00511,0.018378,0.003407,0.945197,0.979504,0.980734,0.982,0.995,0.995302
BB14_T12,BB14,-0.070643,-0.022166,0.003919,-0.006704,0.024109,0.003883,0.915508,0.958162,0.959154,0.961333,0.983705,0.984096
BB15_T1,BB15,-0.073399,-0.007736,0.004056,-0.002544,0.00499,0.004487,0.988349,0.993544,0.994607,0.994921,0.995879,0.996401
BB15_T2,BB15,-0.073389,-0.008025,0.004079,-0.002412,0.004547,0.004563,0.988073,0.993664,0.994739,0.995021,0.995817,0.996357
BB15_T3,BB15,-0.073351,-0.008877,0.004227,-0.002135,0.003722,0.004665,0.987054,0.993895,0.995049,0.99527,0.995803,0.996368
BB15_T4,BB15,-0.073302,-0.009787,0.004393,-0.001937,0.003401,0.00463,0.985736,0.994052,0.995298,0.99548,0.995926,0.996482
BB15_T5,BB15,-0.073259,-0.010482,0.00451,-0.001844,0.00347,0.004546,0.984566,0.994105,0.995419,0.995584,0.996047,0.996584
BB15_T6,BB15,-0.073218,-0.011055,0.004599,-0.001801,0.003708,0.004455,0.983485,0.994095,0.995462,0.995619,0.996148,0.996663
BB15_T7,BB15,-0.07301,-0.013361,0.004896,-0.001859,0.006031,0.004002,0.977904,0.993403,0.994951,0.995119,0.996519,0.996934
BB15_T8,BB15,-0.072718,-0.015619,0.005078,-0.002214,0.00981,0.003674,0.970088,0.991265,0.992931,0.993168,0.996872,0.997222
BB15_T9,BB15,-0.072459,-0.017104,0.005114,-0.002632,0.012819,0.003606,0.963198,0.988595,0.990285,0.990621,0.996946,0.997283
BB15_T10,BB15,-0.071996,-0.019054,0.00503,-0.003457,0.017163,0.003696,0.95093,0.982448,0.984083,0.984662,0.995999,0.996354
BB15_T11,BB15,-0.071782,-0.019741,0.004957,-0.003834,0.018773,0.003775,0.945289,0.979121,0.980709,0.981421,0.994986,0.995356
BB15_T12,BB15,-0.070638,-0.022058,0.0045,-0.005482,0.024549,0.00428,0.915389,0.95763,0.958938,0.960395,0.98359,0.984066
BB16,BB16,-0.063444,-0.021859,0.00481,-0.005037,0.030931,0.010156,0.738422,0.779904,0.781399,0.782629,0.819453,0.822129
BB17,BB17,-0.061493,-0.024976,-0.009611,-0.029779,0.022109,-0.001293,0.69372,0.747873,0.753841,0.796828,0.815643,0.815686
BB18,BB18,-0.056508,-0.01476,0.022032,0.026469,0.037336,0.022893,0.585802,0.604714,0.636074,0.670037,0.723691,0.737288
BB19,BB19,-0.056461,-0.025608,-0.018906,-0.044924,0.014741,-0.009052,0.584833,0.64176,0.664851,0.762687,0.771051,0.773177
BB20,BB20,-0.041594,-0.00591,0.034882,0.052037,0.037774,0.031413,0.31738,0.320413,0.399018,0.530288,0.585207,0.610809
BB21,BB21,-0.051601,-0.025342,-0.024585,-0.053801,0.009443,-0.013973,0.488481,0.544235,0.583281,0.723599,0.727032,0.732098
BB22,BB22,-0.026856,0.001128,0.041151,0.066091,0.034662,0.034817,0.132316,0.132426,0.241826,0.453576,0.499819,0.53127
BB23,BB23,-0.005553,0.069521,-0.015485,-0.023134,0.0682,-0.005678,0.005657,0.42524,0.440732,0.466677,0.645705,0.646542
BB24,BB24,-0.005736,0.066781,-0.014523,-0.01979,0.050469,-0.000682,0.006036,0.393199,0.406824,0.42581,0.523848,0.52386
BB25,BB25,-0.000495,0.022176,-0.006058,-0.015105,0.069534,-0.016966,4.5e-05,0.042739,0.04511,0.056171,0.242271,0.249739
BB26,BB26,-0.064517,0.010507,0.001146,-0.00061,-0.024967,-0.003159,0.763613,0.773197,0.773282,0.7733,0.797292,0.797551
